t;p.can_tdist;p.can_tfuel
1530627192;4026100;24309
1530627194;4026100;24309
1530627196;4026100;24315
1530627201;4026100;24315
1530627242;4026100;24315
1530628048;4026100;24315
1530628048;4026100;24315
1530628049;4026100;24315
1530628051;4026100;24320
1530628055;4026100;24320
1530628060;4026100;24326
1530628068;4026200;24326
1530628070;4026200;24332
1530628072;4026200;24332
1530628075;4026200;24337
1530628083;4026200;24337
1530628111;4026200;24337
1530628122;4026200;24337
1530628130;4026200;24337
1530628137;4026700;24376
1530628138;4026700;24376
1530628140;4026700;24382
1530628176;4027200;24404
1530628180;4027200;24410
1530628212;4027700;24438
1530628213;4027700;24438
1530628225;4027900;24449
1530628232;4028000;24460
1530628272;4028400;24477
1530628792;4028400;24477
1530628792;4028400;24477
1530628795;4028400;24494
1530628806;4028400;24500
1530628826;4028400;24505
1530628832;4028400;24505
1530628839;4028400;24511
1530631396;4028400;24511
1530631396;4028400;24511
1530631401;4028500;24589
1530631404;4028500;24589
1530631405;4028500;24589
1530631432;4028500;24595
1530631437;4028500;24600
1530631447;4028600;24606
1530631479;4029000;24640
1530631488;4029100;24668
1530631507;4029600;24729
1530631515;4029700;24735
1530631518;4029700;24740
1530631553;4030100;24768
1530631570;4030100;24768
1530631570;4030100;24768
1530631595;4030600;24819
1530631596;4030600;24819
1530631604;4030700;24824
1530631606;4030700;24824
1530631607;4030700;24824
1530631609;4030700;24824
1530631611;4030700;24824
1530631612;4030700;24824
1530631614;4030700;24824
1530631615;4030700;24830
1530631616;4030700;24830
1530631995;4030700;24830
1530631995;4030700;24830
1530631998;4030700;24836
1530631999;4030700;24836
1530632001;4030700;24836
1530632006;4030800;24836
1530632008;4030800;24841
1530632009;4030800;24841
1530632012;4030800;24841
1530632014;4030800;24841
1530632020;4030800;24847
1530632038;4030800;24847
1530632050;4030800;24847
1530632055;4030800;24847
1530632063;4031300;24886
1530632065;4031300;24886
1530632065;4031300;24892
1530632098;4031800;24920
1530632101;4031800;24925
1530632126;4032300;24987
1530632128;4032400;24992
1530632140;4032500;25004
1530632159;4032700;25026
1530632175;4032900;25032
1530632219;4033000;25037
1530653839;4033000;25037
1530675460;4033000;25037
1530692194;4033000;25037
1530692194;4033000;25037
1530692222;4033000;25054
1530692223;4033000;25054
1530692227;4033000;25054
1530692229;4033000;25054
1530692235;4033000;25060
1530692237;4033000;25060
1530692241;4033000;25060
1530692292;4033100;25076
1530692294;4033100;25082
1530692317;4033300;25093
1530692324;4033300;25099
1530692325;4033300;25099
1530692330;4033400;25104
1530692366;4033800;25132
1530692380;4034000;25149
1530692388;4034000;25149
1530692409;4034300;25166
1530692433;4034600;25183
1530692464;4035000;25205
1530692474;4035200;25222
1530692497;4035600;25233
1530692536;4036200;25250
1530692597;4036900;25267
1530692606;4037000;25278
1530692618;4037200;25284
1530692706;4037400;25312
1530692766;4038300;25351
1530692826;4039200;25379
1530692846;4039400;25384
1530692865;4039700;25390
1530692925;4040500;25424
1530692958;4040900;25440
1530693018;4041700;25474
1530693078;4042300;25519
1530693124;4042800;25558
1530693152;4042900;25575
1530693171;4043000;25586
1530693193;4043200;25603
1530693252;4043400;25620
1530693283;4043600;25636
1530693296;4043700;25636
1530693300;4043700;25642
1530693360;4044300;25681
1530693390;4044700;25692
1530693406;4044800;25698
1530693407;4044800;25698
1530693408;4044800;25698
1530693420;4045000;25715
1530693423;4045000;25715
1530693426;4045100;25720
1530693432;4045200;25732
1530693481;4046200;25776
1530693541;4047400;25816
1530693571;4047900;25832
1530693578;4048000;25844
1530693639;4048700;25888
1530693699;4049300;25922
1530693759;4050300;25989
1530693819;4051400;26012
1530693879;4052600;26090
1530693927;4053600;26112
1530693930;4053600;26118
1530693934;4053700;26118
1530693937;4053700;26124
1530693940;4053800;26129
1530693948;4053900;26135
1530693993;4054800;26163
1530693996;4054800;26163
1530693999;4054900;26163
1530694060;4056200;26213
1530694120;4057400;26258
1530694180;4058800;26297
1530694240;4060000;26336
1530694300;4061100;26370
1530694321;4061400;26381
1530694327;4061400;26381
1530694386;4062400;26448
1530694446;4063500;26516
1530694505;4064600;26566
1530694522;4064900;26566
1530694526;4065000;26572
1530694528;4065000;26572
1530694574;4065400;26594
1530694592;4065500;26611
1530694596;4065600;26633
1530694656;4065700;26650
1530694661;4065700;26656
1530694664;4065800;26661
1530694724;4066300;26695
1530694774;4066400;26723
1530694777;4066500;26734
1530694837;4067000;26762
1530694897;4067700;26801
1530694957;4067800;26812
1530694965;4067800;26818
1530695025;4068300;26852
1530695085;4068400;26863
1530695145;4068500;26896
1530695154;4068500;26902
1530695162;4068500;26908
1530695164;4068500;26908
1530695168;4068600;26908
1530695179;4068600;26908
1530695192;4068700;26913
1530695197;4068700;26919
1530695224;4069000;26930
1530695226;4069000;26930
1530695248;4069100;26936
1530695253;4069100;26941
1530695257;4069100;26941
1530695259;4069100;26941
1530695265;4069100;26941
1530695331;4069100;26952
1530695391;4069100;26964
1530695451;4069100;26969
1530695511;4069100;26980
1530695571;4069100;26986
1530695632;4069100;26997
1530695696;4069100;27003
1530695756;4069100;27014
1530695816;4069100;27020
1530695876;4069100;27031
1530695936;4069100;27036
1530695996;4069100;27048
1530696056;4069100;27053
1530696116;4069100;27064
1530696176;4069100;27070
1530696236;4069100;27081
1530696296;4069100;27087
1530696356;4069100;27098
1530696440;4069100;27109
1530696499;4069100;27120
1530696559;4069100;27126
1530696598;4069100;27132
1530703323;4069100;27132
1530703323;4069100;27132
1530703383;4069100;27193
1530703443;4069100;27210
1530703475;4069300;27238
1530703482;4069400;27244
1530703490;4069500;27249
1530703496;4069500;27255
1530703544;4069800;27288
1530703604;4069800;27305
1530703620;4069800;27311
1530703629;4069900;27322
1530703630;4069900;27322
1530703633;4069900;27322
1530703695;4070300;27350
1530703754;4070400;27372
1530703776;4070600;27384
1530703837;4071100;27434
1530703897;4071300;27451
1530703903;4071300;27456
1530703906;4071300;27462
1530703967;4071700;27484
1530703988;4072000;27490
1530703989;4072000;27490
1530704043;4072300;27524
1530704046;4072400;27524
1530704048;4072400;27529
1530704050;4072400;27535
1530704053;4072400;27563
1530704074;4072800;27580
1530704076;4072800;27580
1530704110;4073300;27641
1530704125;4073600;27652
1530704140;4073900;27664
1530704184;4074800;27703
1530704244;4076000;27753
1530704273;4076600;27781
1530704299;4077200;27787
1530704333;4077900;27798
1530704341;4078100;27798
1530704401;4079200;27854
1530704432;4079800;27865
1530704492;4081100;27921
1530704552;4082500;28016
1530704612;4084000;28078
1530704672;4085400;28168
1530704731;4086300;28201
1530704746;4086500;28212
1530704749;4086600;28218
1530704810;4087600;28263
1530704861;4088400;28296
1530704862;4088400;28302
1530704881;4088600;28313
1530704885;4088600;28319
1530704886;4088600;28319
1530704888;4088600;28319
1530704895;4088600;28319
1530704909;4088600;28319
1530709302;4088600;28319
1530709302;4088600;28319
1530709303;4088700;28336
1530709308;4088700;28336
1530709310;4088700;28341
1530709311;4088700;28341
1530709337;4089000;28352
1530709339;4089000;28352
1530709343;4089000;28358
1530709349;4089000;28364
1530709351;4089100;28364
1530709375;4089300;28380
1530709377;4089400;28380
1530709388;4089500;28392
1530709411;4089800;28403
1530709413;4089800;28403
1530709421;4089900;28414
1530709450;4090400;28442
1530709453;4090400;28442
1530709457;4090500;28448
1530709460;4090500;28459
1530709471;4090600;28470
1530709505;4091200;28492
1530709563;4092300;28582
1530709573;4092400;28588
1530709579;4092600;28604
1530709587;4092800;28632
1530709600;4093000;28638
1530709607;4093200;28638
1530709666;4093400;28660
1530709717;4093800;28683
1530709771;4093800;28683
1530709781;4093800;28683
1530709793;4093800;28683
1530709804;4093800;28683
1530709815;4093800;28683
1530709826;4093800;28683
1530709836;4093800;28683
1530709848;4093800;28683
1530709850;4093800;28683
1530709910;4095200;28772
1530709934;4095300;28772
1530709960;4095300;28772
1530709963;4095300;28772
1530710023;4096100;28834
1530710076;4096700;28862
1530710104;4096700;28862
1530710115;4096700;28862
1530710137;4096700;28862
1530710149;4096700;28862
1530710166;4096700;28862
1530710177;4097200;28924
1530710205;4097200;28924
1530710217;4097200;28924
1530710224;4097200;28924
1530710231;4097500;28946
1530710259;4097500;28946
1530710270;4097500;28946
1530710274;4097500;28946
1530710334;4098400;29047
1530710341;4098400;29047
1530710370;4098400;29047
1530710381;4098400;29047
1530710387;4098400;29047
1530710404;4098900;29103
1530710406;4099000;29103
1530710408;4099000;29103
1530710423;4099000;29108
1530710436;4099000;29108
1530710437;4099000;29108
1530710452;4099300;29131
1530710455;4099300;29131
1530710460;4099300;29136
1530710470;4099400;29136
1530710489;4099500;29142
1530710493;4099500;29148
1530710494;4099500;29148
1530710533;4099500;29148
1530710567;4099500;29148
1530713048;4099700;29181
1530713048;4099700;29181
1530713060;4099700;29187
1530713082;4099800;29204
1530713115;4100000;29220
1530713119;4100000;29226
1530713125;4100000;29226
1530713160;4100000;29237
1530713195;4100000;29254
1530713198;4100000;29254
1530713205;4100100;29271
1530713215;4100200;29276
1530713239;4100200;29282
1530713247;4100300;29304
1530713303;4101200;29338
1530713304;4101200;29338
1530713333;4101200;29338
1530713333;4101200;29338
1530713342;4101300;29360
1530713367;4101300;29360
1530713378;4101300;29360
1530713387;4101300;29360
1530713391;4101600;29394
1530713393;4101600;29400
1530713410;4101600;29400
1530713421;4101600;29400
1530713432;4101600;29400
1530713443;4101600;29400
1530713454;4101600;29400
1530713477;4101600;29400
1530713488;4101600;29400
1530713499;4101600;29400
1530713510;4101600;29400
1530713513;4101600;29400
1530713520;4102700;29478
1530713549;4102800;29506
1530713583;4103100;29523
1530713600;4103100;29523
1530713611;4103100;29523
1530713616;4103500;29556
1530713676;4103700;29590
1530713736;4104100;29618
1530713785;4104200;29652
1530713825;4104400;29674
1530713836;4104500;29685
1530713847;4104600;29719
1530713851;4104700;29719
1530713911;4105100;29741
1530713952;4105200;29764
1530713961;4105200;29764
1530714013;4105300;29786
1530714025;4105300;29792
1530714065;4105800;29820
1530714096;4106000;29836
1530714143;4106300;29859
1530714203;4106400;29876
1530714263;4106700;29898
1530714323;4106900;29920
1530714384;4107200;29943
1530714444;4107400;29960
1530714504;4107500;29976
1530714564;4107800;30004
1530714608;4108100;30032
1530714668;4108400;30049
1530714728;4108800;30083
1530714788;4109200;30116
1530714848;4109900;30178
1530714889;4110700;30240
1530714934;4110900;30245
1530714967;4110900;30245
1530714979;4110900;30245
1530714989;4110900;30245
1530715000;4110900;30245
1530715011;4110900;30245
1530715030;4110900;30245
1530715042;4110900;30245
1530715053;4110900;30245
1530715101;4110900;30245
1530715112;4110900;30245
1530715123;4110900;30245
1530715134;4110900;30245
1530715145;4110900;30245
1530715156;4110900;30245
1530715167;4110900;30245
1530715178;4110900;30245
1530715189;4110900;30245
1530715200;4110900;30245
1530715211;4110900;30245
1530715222;4110900;30245
1530715233;4110900;30245
1530715244;4110900;30245
1530715255;4110900;30245
1530715266;4110900;30245
1530715277;4110900;30245
1530715288;4110900;30245
1530715299;4110900;30245
1530715310;4110900;30245
1530715321;4110900;30245
1530715332;4110900;30245
1530715343;4110900;30245
1530715354;4110900;30245
1530715365;4110900;30245
1530715376;4110900;30245
1530715411;4110900;30245
1530715422;4110900;30245
1530715433;4110900;30245
1530715444;4110900;30245
1530715455;4110900;30245
1530715466;4110900;30245
1530715507;4110900;30245
1530715518;4110900;30245
1530715529;4110900;30245
1530715540;4110900;30245
1530715551;4110900;30245
1530715562;4110900;30245
1530715573;4110900;30245
1530715584;4110900;30245
1530715595;4110900;30245
1530715606;4110900;30245
1530715617;4110900;30245
1530715628;4110900;30245
1530715639;4110900;30245
1530715650;4110900;30245
1530715661;4110900;30245
1530715672;4110900;30245
1530715683;4110900;30245
1530715694;4110900;30245
1530715705;4110900;30245
1530715716;4110900;30245
1530715727;4110900;30245
1530715738;4110900;30245
1530715749;4110900;30245
1530715771;4110900;30245
1530715782;4110900;30245
1530715793;4110900;30245
1530715804;4110900;30245
1530715815;4110900;30245
1530715826;4110900;30245
1530715837;4110900;30245
1530715848;4110900;30245
1530715860;4110900;30245
1530715870;4110900;30245
1530715881;4110900;30245
1530715892;4110900;30245
1530715907;4110900;30245
1530715918;4110900;30245
1530715929;4110900;30245
1530715940;4110900;30245
1530715951;4110900;30245
1530715962;4110900;30245
1530715973;4110900;30245
1530715984;4110900;30245
1530715995;4110900;30245
1530716006;4110900;30245
1530716017;4110900;30245
1530716028;4110900;30245
1530716040;4110900;30245
1530716052;4110900;30245
1530716064;4110900;30245
1530716075;4110900;30245
1530716086;4110900;30245
1530716097;4110900;30245
1530716108;4110900;30245
1530716119;4110900;30245
1530716130;4110900;30245
1530716141;4110900;30245
1530716152;4110900;30245
1530716163;4110900;30245
1530716174;4110900;30245
1530716185;4110900;30245
1530716196;4110900;30245
1530716214;4110900;30245
1530716225;4110900;30245
1530716236;4110900;30245
1530716247;4110900;30245
1530716258;4110900;30245
1530716269;4110900;30245
1530716363;4110900;30245
1530716374;4110900;30245
1530716385;4110900;30245
1530716396;4110900;30245
1530716407;4110900;30245
1530716418;4110900;30245
1530716429;4110900;30245
1530716440;4110900;30245
1530716451;4110900;30245
1530716462;4110900;30245
1530716473;4110900;30245
1530716484;4110900;30245
1530716495;4110900;30245
1530716506;4110900;30245
1530716517;4110900;30245
1530716528;4110900;30245
1530716539;4110900;30245
1530716550;4110900;30245
1530716561;4110900;30245
1530716572;4110900;30245
1530716583;4110900;30245
1530716594;4110900;30245
1530716605;4110900;30245
1530716616;4110900;30245
1530716627;4110900;30245
1530716638;4110900;30245
1530716649;4110900;30245
1530716660;4110900;30245
1530716671;4110900;30245
1530716682;4110900;30245
1530716693;4110900;30245
1530716704;4110900;30245
1530716715;4110900;30245
1530716726;4110900;30245
1530716737;4110900;30245
1530716748;4110900;30245
1530716760;4110900;30245
1530716804;4110900;30245
1530716815;4110900;30245
1530716826;4110900;30245
1530716837;4110900;30245
1530716848;4110900;30245
1530716859;4110900;30245
1530716870;4110900;30245
1530716881;4110900;30245
1530716892;4110900;30245
1530716903;4110900;30245
1530716914;4110900;30245
1530716925;4110900;30245
1530716936;4110900;30245
1530716947;4110900;30245
1530716958;4110900;30245
1530716969;4110900;30245
1530716980;4110900;30245
1530717019;4110900;30245
1530717030;4110900;30245
1530717041;4110900;30245
1530717053;4110900;30245
1530717063;4110900;30245
1530717075;4110900;30245
1530717086;4110900;30245
1530717097;4110900;30245
1530717108;4110900;30245
1530717120;4110900;30245
1530717130;4110900;30245
1530717141;4110900;30245
1530717152;4110900;30245
1530717163;4110900;30245
1530717174;4110900;30245
1530717185;4110900;30245
1530717196;4110900;30245
1530717482;4110900;30245
1530717493;4110900;30245
1530717504;4110900;30245
1530717515;4110900;30245
1530717526;4110900;30245
1530717537;4110900;30245
1530717548;4110900;30245
1530717559;4110900;30245
1530717570;4110900;30245
1530717624;4110900;30245
1530717624;4110900;30245
1530717631;4139300;31875
1530717633;4139300;31875
1530721343;4139300;31875
1530721354;4139300;31875
1530721365;4139300;31875
1530721376;4139300;31875
1530721387;4139300;31875
1530721398;4139300;31875
1530721409;4139300;31875
1530721581;4139300;31875
1530721592;4139300;31875
1530721603;4139300;31875
1530721614;4139300;31875
1530721625;4139300;31875
1530721636;4139300;31875
1530721651;4139300;31875
1530721663;4139300;31875
